93.160.60.22 | [02/Sep/2018:03:36:05 -1000] | - | - | GET /?SearchableText=security+and+privacy HTTP/1.1 | 301 | - | Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0) LinkCheck by Siteimprove.com | - | 306 | 269 | 744716
58.142.253.40 | [02/Sep/2018:03:37:23 -1000] | - | - | GET /wp-content/themes/hic_state_template_parent/images/design/footer/footer-seal.png HTTP/1.1 | 200 | http://ags.hawaii.gov/wp-content/themes/hic_state_template_parent/style.css | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 9278 | 790 | 9576 | 500
58.142.253.40 | [02/Sep/2018:03:37:23 -1000] | - | - | GET /wp-content/themes/hic_state_template_parent/images/design/icons/icon-sprite.png HTTP/1.1 | 200 | http://ags.hawaii.gov/wp-content/themes/hic_state_template_parent/style.css | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 10001 | 789 | 10300 | 478
58.142.253.40 | [02/Sep/2018:03:37:23 -1000] | - | - | GET /wp-content/themes/hic_state_template_child/css/print.css HTTP/1.1 | 200 | http://ags.hawaii.gov/Kamehameha/ | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 63 | 407 | 266 | 256
58.142.253.40 | [02/Sep/2018:03:37:23 -1000] | - | - | GET /wp-content/themes/hic_state_template_parent/images/design/footer/poweredby.png HTTP/1.1 | 200 | http://ags.hawaii.gov/wp-content/themes/hic_state_template_parent/style.css | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 1293 | 788 | 1591 | 364
58.142.253.40 | [02/Sep/2018:03:37:23 -1000] | - | - | GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1 | 200 | http://ags.hawaii.gov/Kamehameha/ | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 15238 | 712 | 15445 | 527
58.142.253.40 | [02/Sep/2018:03:37:23 -1000] | - | - | GET /wp-content/themes/hic_state_template_parent/admin/images/backgrounds/bg-image-1.jpg HTTP/1.1 | 200 | http://ags.hawaii.gov/Kamehameha/ | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 151644 | 455 | 151945 | 777136
58.142.253.40 | [02/Sep/2018:03:37:24 -1000] | - | - | GET /wp-content/themes/hic_state_template_parent/favicon.ico HTTP/1.1 | 200 | http://ags.hawaii.gov/Kamehameha/ | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 | 1150 | 723 | 1371 | 273
223.29.213.30 | [02/Sep/2018:03:37:30 -1000] | - | - | GET /wp-login.php HTTP/1.1 | 403 | - | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1 | 2740 | 175 | 2993 | 513525
223.29.213.30 | [02/Sep/2018:03:37:32 -1000] | - | - | GET / HTTP/1.1 | 200 | - | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1 | 37657 | 163 | 37902 | 492190
157.55.39.62 | [02/Sep/2018:03:37:38 -1000] | - | - | GET /?s=construction%20bid&type=usa&page=6 HTTP/1.1 | 200 | - | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | 26899 | 306 | 27167 | 1156945
35.160.206.153 | [02/Sep/2018:03:37:46 -1000] | - | - | POST /wp-cron.php?doing_wp_cron=1535895466.3295569419860839843750 HTTP/1.1 | 200 | http://dps.hawaii.gov/wp-cron.php?doing_wp_cron=1535895466.3295569419860839843750 | WordPress/4.9.7; http://dps.hawaii.gov | - | 376 | 345 | 719709
45.63.29.207 | [02/Sep/2018:03:37:45 -1000] | - | - | HEAD / HTTP/1.1 | 200 | - | updown.io daemon 2.2 | - | 128 | 597 | 1571517
35.160.206.153 | [02/Sep/2018:03:37:47 -1000] | - | - | POST /campaign/wp-cron.php?doing_wp_cron=1535895467.0548999309539794921875 HTTP/1.1 | 200 | http://ags.hawaii.gov/campaign/wp-cron.php?doing_wp_cron=1535895467.0548999309539794921875 | WordPress/4.9.7; http://ags.hawaii.gov/campaign | - | 403 | 150 | 623726
